Control_Count,Date_Replied,Status,Unique_identifier,Likely_to_recommend_Online_Site_MY_SITE,Purchased_from_Site_A,Purchased_from_Site_B,Purchased_from_Site_C,Purchased_from_Site_D,Purchased_from_Site_E,Purchased_from_Site_F,Purchased_from_Site_G,Purchased_from_Site_H,Purchased_from_Site_I,Purchased_from_Site_J,Purchased_from_Site_K,Purchased_from_Site_L,Purchased_from_Site_M,Purchased_from_Site_N,Purchased_from_Site_O,Purchased_from_Site_P,Purchased_from_Site_Q,Purchased_from_Site_R,Purchased_from_Site_S,Purchased_from_Site_T,Purchased_from_Site_U,Purchased_from_Site_V,Purchased_from_Site_W,Purchased_from_Site_X,Purchased_from_Site_Y,Purchased_from_MY_SITE_only,No_of_Online_Sites_used,MYSITE_Rank,Sales_reps_Responsiveness,Sales_reps_ease_of_making_contact,Sales_reps_general_attitude,Sales_reps_quotation,Sales_reps_relationship,Sales_reps_overall_satisfaction,Customer_service_Responsiveness,Customer_service_Ease_of_making_contact,Customer_service_general_attitude,Customer_service_Knowledge_of_business,Customer_service_issue_resolution,Customer_service_keeping_customers_informed,Customer_service_Overall_satisfaction,Delivery_on_time_schedules,Delivery_on_time_coverage,Delivery_on_time_keeping_customers_informed,Delivery_on_time_accuracy_transit_time,Delivery_on_time_availability_of_products,Delivery_on_time_speed,Delivery_on_time_Overall_satisfaction,Ease_of_business_booking,Ease_of_business_documentation,Ease_of_business_invoicing,Ease_of_business_online_system,Ease_of_business_overall_satisfaction,Improving_business_opps_knowledge_of_business,Improving_business_opps_understanding_of_needs,Improving_business_opps_demonstrating_opps,Improving_business_opps_specific_offers,Improving_business_opps_overall_satisfaction,Overall_Satisfaction_taking_everything_into_account,Proportion_of_purchase_made_with_MY_SITE,Future_proportion_of_purchase_made_at_MY_SITE
Day 8,27-08-2016,COMPLETED,381315033965311,5,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,,,20,,0,0,0,0,0,0,2,5,4,5,2,1,4,5,5,4,7,7,5,5,5,6,0,6,2,0,0,0,0,0,2,Don’t know,Prefer not to say
Day 8,28-08-2016,COMPLETED,21315033981251,7,1,1,1,1,1,,1,1,1,,1,,,1,1,1,,,1,1,1,,1,1,,,18,3,99,99,99,99,99,99,8,8,9,6,8,5,8,8,8,99,7,99,6,7,99,9,99,7,8,99,99,99,99,99,8,Don’t know,Prefer not to say
Day 8,28-08-2016,COMPLETED,151315034203159,5,,,,1,,,,,1,,1,,,,1,,,,,,,,,,1,,6,6,10,9,10,9,10,10,99,9,99,99,99,5,5,8,8,8,8,8,8,8,5,5,99,5,5,8,8,8,8,8,7,Don’t know,Increase
Day 8,28-08-2016,COMPLETED,781315034214161,5,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,4,2,9,7,10,10,9,7,6,8,9,7,7,9,6,9,9,9,8,6,8,7,10,8,7,10,8,8,8,8,7,6,7,51% to 75%,Stay the same
Day 8,28-08-2016,COMPLETED,901315034336294,2,1,1,1,,,1,,1,1,1,,,,1,1,1,,,,,,,1,1,,,13,5,4,8,4,0,5,4,8,8,8,4,4,3,5,5,9,9,2,8,5,3,4,8,6,8,5,3,1,1,1,1,4,26% to 50%,Decrease
Day 8,28-08-2016,COMPLETED,331315034404178,10,1,,,,,,,,,,,,,,,1,,,,,,,,,,,3,1,10,10,9,10,9,10,10,9,10,10,10,9,10,9,9,10,10,10,10,10,9,9,10,9,9,10,9,9,10,9,10,76% to 99%,Increase
Day 8,27-08-2016,COMPLETED,71315034442139,9,,1,,,,,1,,1,,,,,,,,,,,1,,,1,,,,6,1,9,9,8,8,9,9,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,9,9,9,8,9,76% to 99%,Stay the same
Day 8,27-08-2016,COMPLETED,61315034617283,10,,1,1,1,1,,1,,1,,,1,,1,1,,1,1,,,,,,1,,,13,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26% to 50%,Increase
Day 8,28-08-2016,COMPLETED,91315034626350,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,76% to 99%,Stay the same
Day 8,27-08-2016,COMPLETED,271315034675247,7,,1,,,1,1,1,,1,,,,,,1,1,,,,,,,1,1,,,10,3,4,4,4,4,4,4,5,5,8,6,5,7,6,8,8,8,8,8,7,8,7,7,4,7,7,4,4,4,4,4,7,6% to 15%,Increase
Day 8,28-08-2016,COMPLETED,661315034801126,5,,,,,,,,,,1,,,,,,1,,,,,,,,,,,3,1,99,99,99,99,99,99,9,10,8,10,8,10,9,9,10,10,10,10,9,10,10,10,8,9,9,99,99,99,99,99,9,16% to 25%,Don’t know
Day 8,28-08-2016,COMPLETED,641315034836180,5,,1,,,,,,,,,,,,1,1,,,1,1,,,,,,1,,7,6,3,2,4,6,8,8,2,3,1,1,1,7,5,8,8,8,8,8,8,8,6,5,6,5,7,2,2,2,3,3,5,51% to 75%,Increase
Day 8,28-08-2016,COMPLETED,371315034863155,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,Prefer not to say
Day 8,28-08-2016,COMPLETED,741315035122188,7,1,1,,,,,1,,1,,1,,,1,1,,,,,,1,1,,1,,,11,3,9,9,9,9,9,9,8,7,8,7,6,6,7,8,9,7,8,9,6,8,9,8,6,8,8,9,9,8,8,8,7,6% to 15%,Increase
Day 8,27-08-2016,COMPLETED,751315035163151,7,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,4,,9,9,9,9,9,9,9,10,9,9,9,8,9,9,9,8,9,7,9,7,99,8,9,99,9,9,9,9,9,9,8,76% to 99%,Stay the same
Day 8,28-08-2016,COMPLETED,421315035416274,10,1,,1,,,,1,1,,,,1,,,,,1,,,,,,1,,,,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Prefer not to say,Prefer not to say
Day 8,27-08-2016,COMPLETED,591315035459128,10,,1,1,,1,1,1,1,1,,1,,,1,1,,,,,,,,,1,,,12,1,10,10,10,10,10,10,8,8,8,7,8,7,8,8,7,7,8,8,6,8,7,7,7,7,8,10,10,10,10,10,8,51% to 75%,Increase
Day 8,27-08-2016,COMPLETED,181315035547173,5,,1,,1,1,1,1,1,1,,,,,,1,1,,1,1,,1,,1,1,,,15,3,4,4,4,4,4,4,5,5,5,5,5,5,5,8,8,5,5,6,8,7,5,9,6,4,6,99,99,99,99,99,5,26% to 50%,Decrease
Day 8,27-08-2016,COMPLETED,31315035734222,10,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10,9,10,9,10,10,Don’t know,Don’t know
Day 8,28-08-2016,COMPLETED,921315035743183,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,99,99,99,99,99,99,99,99,99,99,4,6,5,4,8,6,7,8,8,5,99,99,99,9,9,99,99,99,99,99,5,Don’t know,Stay the same
Day 8,27-08-2016,COMPLETED,231315035748254,0,,1,1,1,,,,,,,1,1,,,1,1,1,,1,,1,,,1,,,12,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,4,0,0,0,1,1,1,1,0,0,51% to 75%,Decrease
Day 8,28-08-2016,COMPLETED,981315035817247,5,,,,,,,,,,,,1,,,,,1,,,,,1,1,,,,5,1,8,8,8,8,8,8,5,5,5,5,5,5,5,10,10,7,9,10,8,9,9,1,99,9,7,8,8,8,99,8,8,51% to 75%,Stay the same
Day 8,28-08-2016,COMPLETED,661315036091199,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Don’t know,Don’t know
Day 8,27-08-2016,COMPLETED,781315036116273,8,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,6,2,8,9,9,9,8,9,8,8,8,8,7,9,9,9,9,9,8,9,8,9,9,9,8,10,9,6,4,8,5,5,8,26% to 50%,Don’t know
Day 8,28-08-2016,COMPLETED,651315036378221,10,,1,,,1,1,1,1,,1,1,1,,1,,,,,1,,,,1,1,,,13,1,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,10,9,9,9,9,10,10,10,10,10,9,51% to 75%,Increase
Day 8,27-08-2016,COMPLETED,291315036407194,7,1,1,,,1,,1,1,1,,1,,,1,1,1,1,1,,,1,,1,,,,15,4,7,6,9,4,9,7,99,99,99,99,99,99,99,8,9,7,8,6,8,8,7,7,4,8,6,9,9,7,7,7,6,6% to 15%,Increase
Day 8,27-08-2016,COMPLETED,921315036458185,7,1,1,1,,1,1,,1,,1,1,,,,1,,1,,,,1,1,1,1,,,15,6,9,9,9,9,10,10,8,8,8,8,8,8,8,7,8,7,7,8,8,7,8,6,6,8,7,8,8,7,7,8,7,Prefer not to say,Increase
Day 8,28-08-2016,COMPLETED,991315036486315,7,1,1,1,,,,,1,1,1,1,,,1,,1,1,,,,,,,,,,11,5,99,99,99,99,99,99,8,8,7,6,5,7,6,8,9,6,6,7,7,8,99,7,99,99,8,99,99,99,99,99,7,6% to 15%,Don’t know
Day 8,27-08-2016,COMPLETED,631315036487305,6,1,1,1,,,,1,,1,,,,,1,1,1,1,,,,,,,,,,10,4,4,4,5,5,4,5,9,5,5,9,6,8,9,8,7,8,8,7,8,8,8,8,7,8,8,4,4,4,5,4,8,16% to 25%,Stay the same
Day 8,27-08-2016,COMPLETED,441315036549214,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,99,99,99,99,99,99,3,10,0,0,0,0,3,9,10,10,6,10,9,8,99,4,6,0,6,99,99,99,99,99,7,,Increase
Day 8,27-08-2016,COMPLETED,441315036598284,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,6,8,7,8,8,6,7,7,7,8,8,7,8,7,10,8,7,6,8,8,7,8,8,8,7,6,7,8,8,7,,Stay the same
Day 8,27-08-2016,COMPLETED,831315036616291,4,1,1,1,,,,,,1,,,,,,,,,,,,1,,,1,,,7,3,99,7,99,99,99,7,9,9,4,1,4,7,9,9,2,5,9,99,9,9,99,10,99,10,9,99,99,99,99,99,8,6% to 15%,Increase
Day 8,28-08-2016,COMPLETED,911315036687383,10,1,1,,,,1,1,,1,,,,,1,1,1,1,,1,,,1,,,,,12,1,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,51% to 75%,Prefer not to say
Day 8,27-08-2016,COMPLETED,11315036973185,6,,1,1,,1,,1,,1,,,,,1,1,1,1,1,,,,,,,,,11,1,8,8,8,99,99,8,7,8,99,99,8,5,7,6,8,6,7,8,5,6,99,8,4,9,7,99,99,99,99,99,7,26% to 50%,Increase
Day 8,27-08-2016,COMPLETED,941315037012174,5,1,1,,,,1,1,1,1,1,1,,,,1,,,,1,1,1,,1,1,,,15,10,6,3,7,6,6,5,6,3,6,6,5,5,5,6,7,5,5,4,4,5,4,5,5,4,5,7,6,5,6,5,5,1% to 5%,Stay the same
Day 8,28-08-2016,COMPLETED,941315037059171,3,,1,,,,,,,1,,,,,,,,,,,,,,,,,,3,3,7,7,7,7,6,7,2,1,6,2,4,2,2,6,7,6,6,7,7,6,2,1,1,5,2,7,7,7,7,7,3,16% to 25%,Don’t know
Day 8,28-08-2016,COMPLETED,841315037097386,5,1,1,1,,,,,1,1,1,1,,,1,,1,1,,,,,,,1,,,12,,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,7,8,7,7,7,5,5,5,5,5,7,Don’t know,Stay the same
Day 8,28-08-2016,COMPLETED,21315037099226,9,,,,,,1,,,,,,,,,,,,,,,,1,,,,,3,,8,9,9,9,9,9,9,10,9,10,9,9,10,10,10,9,9,9,9,9,10,10,9,10,9,9,9,9,9,9,9,16% to 25%,Increase
Day 8,28-08-2016,COMPLETED,311315037106249,6,,1,,,,,1,,1,,,1,,1,1,,,,,,1,,,,,,8,1,9,9,9,9,9,9,7,6,7,7,7,5,7,6,7,6,6,7,6,6,7,6,4,7,6,8,8,8,8,8,8,26% to 50%,Increase
Day 8,28-08-2016,COMPLETED,421315037220109,9,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,5,1,6,6,6,6,6,6,8,7,6,6,8,7,7,8,8,8,7,8,8,8,8,8,8,5,8,6,6,6,6,6,8,51% to 75%,Stay the same
Day 8,28-08-2016,COMPLETED,241315037252220,5,,1,,,1,1,1,1,1,1,1,,,1,1,,1,,1,1,1,,1,1,,,17,5,5,5,7,5,7,5,2,5,7,4,2,2,3,8,8,2,3,99,3,3,3,3,3,3,3,7,7,4,7,5,5,Prefer not to say,Increase
Day 8,28-08-2016,COMPLETED,831315037267254,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,6,6,5,4,7,6,6,6,6,5,6,9,7,7,8,8,8,8,8,7,7,8,8,7,6,6,7,7,7,Prefer not to say,Increase
Day 8,28-08-2016,COMPLETED,201315037366161,7,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16% to 25%,Increase
Day 8,28-08-2016,COMPLETED,941315037499270,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,9,8,9,9,9,8,9,9,9,9,8,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,,Prefer not to say
Day 8,27-08-2016,COMPLETED,311315037630137,7,,,1,1,,1,1,,1,,,,,,1,,,,,,,,,1,,,8,2,10,9,10,9,10,9,9,9,10,3,9,9,7,9,9,1,9,9,9,9,9,9,9,9,9,9,9,7,7,7,9,26% to 50%,Increase
Day 8,27-08-2016,COMPLETED,391315037636154,5,,,1,,,1,,,,,,,,1,,1,,,,,,,,1,,,6,,8,6,8,7,8,8,6,8,7,6,6,7,6,8,8,8,9,8,9,8,8,6,7,8,7,6,7,7,6,6,7,Prefer not to say,Don’t know
Day 8,28-08-2016,COMPLETED,671315037688349,6,1,1,,,,1,,,1,1,,,,,,1,,,,,1,,,1,,,9,3,5,5,5,5,5,5,8,8,8,8,8,8,8,7,8,8,7,8,7,7,8,8,8,6,8,5,5,5,5,4,5,6% to 15%,Don’t know
Day 8,27-08-2016,COMPLETED,71315037805398,7,,1,1,,1,1,1,1,1,,,,,,1,,,,,1,,,1,,,,11,2,7,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,9,9,6,9,8,9,8,7,7,8,7,16% to 25%,Don’t know
Day 8,27-08-2016,COMPLETED,811315037866120,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,8,7,7,5,7,6,6,6,5,7,6,7,10,10,10,10,10,10,10,8,9,9,9,9,9,7,7,7,7,9,,Increase
Day 8,28-08-2016,COMPLETED,331315038072291,3,1,,1,1,,1,1,1,1,,1,,,1,,1,1,,,,,1,1,1,,,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,5,0,0,0,0,0,0,0,1% to 5%,Decrease
Day 8,27-08-2016,COMPLETED,191315038199329,5,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,,,,,,15,3,4,3,4,99,3,3,3,3,4,3,3,5,3,7,8,99,7,7,7,8,4,3,99,4,5,5,4,99,99,99,4,Don’t know,Don’t know
Day 8,27-08-2016,COMPLETED,81315038217270,6,,1,1,,,,1,1,1,1,1,,,1,,,,,,,1,,1,,,,11,4,0,0,0,0,0,0,5,0,0,3,5,8,5,8,10,10,9,9,8,9,9,9,99,99,5,3,3,2,3,99,6,16% to 25%,Increase
Day 8,27-08-2016,COMPLETED,301315038526197,5,,,,,,,1,,,,,,,1,,1,1,,,,,,,,,,5,4,9,10,10,9,9,9,5,4,5,5,5,6,5,7,8,7,8,8,7,8,5,6,8,5,5,9,9,9,8,9,6,6% to 15%,Increase
Day 8,28-08-2016,COMPLETED,781315038569101,3,1,,,,,,1,,,,,,,,,,,,,,,,,,,,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,5,10,10,10,10,10,10,10,9,51% to 75%,Increase
Day 8,28-08-2016,COMPLETED,931315038606168,8,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,51% to 75%,Stay the same
Day 8,27-08-2016,COMPLETED,801315038628351,10,1,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,6,1,10,10,10,10,10,10,9,9,9,9,9,9,9,7,9,9,5,9,8,8,9,9,7,9,9,10,10,10,10,10,9,51% to 75%,Increase
Day 8,28-08-2016,COMPLETED,581315038661345,5,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,5,3,7,7,5,8,5,6,6,5,6,6,6,6,6,5,5,6,4,5,5,5,6,5,6,7,6,7,6,6,6,6,6,16% to 25%,Don’t know
Day 8,27-08-2016,COMPLETED,391315039114324,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,9,9,9,8,7,9,9,7,9,8,8,9,9,8,9,8,7,99,7,8,99,8,9,9,8,99,8,9,99,9,9,,Stay the same
Day 8,27-08-2016,COMPLETED,621315039434318,3,1,1,1,,,,1,1,1,,1,,,1,1,1,1,,,1,1,,1,,,,15,15,2,2,2,2,2,2,2,2,2,0,4,6,2,6,8,8,8,7,7,7,7,5,5,7,6,0,0,0,0,0,4,1% to 5%,Stay the same
Day 8,27-08-2016,COMPLETED,171315039518200,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,3,0,0,8,6,6,6,6,4,6,7,7,7,7,4,6,7,5,7,7,9,7,1,1,3,3,0,3,6% to 15%,Decrease
Day 8,27-08-2016,COMPLETED,711315039535270,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,2,1,1,2,1,2,0,1,6,6,6,6,6,6,6,0,5,0,2,0,1,2,2,1,2,1,1% to 5%,Decrease
Day 8,28-08-2016,COMPLETED,431315039639353,1,1,1,1,1,1,1,,,,1,,,,,1,1,,1,1,,,,,,,,12,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,9,9,9,9,8,10,9,9,9,9,9,10,51% to 75%,Increase
Day 8,28-08-2016,COMPLETED,151315039689346,6,,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,1,,1,,,,13,4,99,99,99,99,99,99,5,5,3,5,4,3,5,9,9,3,6,6,7,6,5,5,4,5,6,99,99,99,99,99,6,Don’t know,Prefer not to say
Day 8,28-08-2016,COMPLETED,91315039908399,7,1,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,6,1,6,7,9,99,9,7,7,6,8,7,7,8,8,8,8,7,8,8,8,8,99,99,99,8,8,7,8,7,8,8,8,Don’t know,Increase
Day 9,31-08-2016,COMPLETED,901315000480237,0,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,1,1,,,20,4,2,3,2,3,99,2,5,5,5,4,4,7,5,7,7,7,7,5,7,7,8,8,8,3,5,4,4,4,4,4,5,1% to 5%,Prefer not to say
Day 9,28-08-2016,COMPLETED,301315000681294,5,,1,,,,,1,1,1,1,1,,,1,1,1,,,1,1,1,,1,1,,,15,3,5,3,5,5,6,5,6,3,6,6,6,6,6,5,7,6,5,4,4,5,7,7,7,7,7,5,6,5,5,6,6,16% to 25%,Stay the same
Day 9,28-08-2016,COMPLETED,141315000694106,2,1,1,,,,1,,1,1,,1,,,1,1,1,1,,,,1,,,,,,12,5,8,8,8,8,8,8,5,5,5,5,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,5,9,8,9,5,6,6% to 15%,Stay the same
Day 9,31-08-2016,COMPLETED,611315001165366,10,,1,1,,,,,1,1,1,1,,,,1,1,,,1,1,1,,,,,,12,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Prefer not to say,Increase
Day 9,31-08-2016,COMPLETED,941315001277130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Don’t know,Don’t know
Day 9,28-08-2016,COMPLETED,351315001602201,7,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,5,3,6,7,6,7,6,6,5,7,5,6,5,7,6,7,7,5,6,8,7,6,8,9,8,8,9,6,6,6,6,6,7,16% to 25%,Stay the same
Day 9,29-08-2016,COMPLETED,201315001858247,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,0,1,0,99,0,0,0,0,0,0,0,0,0,99,99,0,5,99,5,0,99,0,99,5,99,0,0,0,0,0,0,Prefer not to say,Prefer not to say
Day 9,28-08-2016,COMPLETED,101315002360356,3,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,2,0,0,0,0,0,0,7,9,8,7,7,4,7,5,5,3,5,7,5,4,10,5,0,7,2,4,4,99,1,4,3,1% to 5%,Don’t know
Day 9,28-08-2016,COMPLETED,251315002530337,8,,1,,,,,,,,,,,,,,,1,,,,,,,,,,3,3,8,8,8,8,9,8,9,9,9,9,9,9,9,8,8,8,8,8,9,9,8,8,7,8,8,9,9,9,8,9,9,Prefer not to say,Increase
Day 9,31-08-2016,COMPLETED,651315003430146,6,1,1,1,,,,,1,1,,1,1,,,,1,1,,1,,1,1,,1,,,14,6,99,99,99,99,99,99,6,6,6,6,5,6,6,6,6,6,5,5,6,6,99,5,99,6,5,99,99,99,99,99,5,Don’t know,Don’t know
Day 9,28-08-2016,COMPLETED,541315003461169,2,1,1,,,,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,,19,5,2,2,2,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,1% to 5%,Don’t know
Day 9,31-08-2016,COMPLETED,191315003462193,10,,1,1,,1,1,,,1,1,,,,,1,,,,,,,,1,,,,9,1,8,9,9,8,8,9,8,8,8,8,8,8,8,9,10,10,8,8,10,10,9,9,9,9,10,9,9,9,9,10,8,16% to 25%,Increase
Day 9,28-08-2016,COMPLETED,341315003540112,2,,,,,1,,,,1,,1,,,1,1,1,1,,,,1,,,,,,9,5,5,8,10,3,9,7,7,2,9,5,2,6,4,8,10,5,6,5,7,5,1,0,0,0,0,8,8,4,2,3,3,6% to 15%,Decrease
Day 9,29-08-2016,COMPLETED,391315003577226,10,1,1,,,,,,1,1,1,,,,,1,1,1,,,,1,1,,,1,,12,1,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,10,10,10,9,9,9,9,10,10,10,10,10,10,51% to 75%,Stay the same
Day 9,31-08-2016,COMPLETED,721315003617384,8,,1,1,,1,1,1,,1,,1,,,1,1,,,1,1,,,,,,,,12,1,99,99,99,99,99,99,8,7,8,8,8,8,8,9,99,9,9,9,99,9,9,7,7,9,8,99,99,99,99,99,8,1% to 5%,Increase
Day 9,28-08-2016,COMPLETED,331315003872158,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,7,8,8,8,8,5,7,7,7,5,4,5,5,8,5,4,4,5,5,8,8,8,8,8,8,8,8,8,7,7,Prefer not to say,Prefer not to say
Day 9,28-08-2016,COMPLETED,471315004204202,9,1,1,1,,,1,,1,1,,,,,1,1,1,1,,,,,1,1,1,,,14,,7,7,7,7,7,7,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,16% to 25%,Increase
Day 9,30-08-2016,COMPLETED,21315004915170,2,,,,,,1,,,,,,,,,,,,,,1,,,,,,,3,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,9,0,3,10,4,2,8,2,0,5,2,1,7,0,1,0,0,1% to 5%,Decrease
Day 9,29-08-2016,COMPLETED,81315004937119,8,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,4,1,8,8,8,8,8,8,7,7,7,7,7,7,7,9,9,7,9,8,9,8,8,8,7,8,8,8,7,8,7,7,8,16% to 25%,Increase
Day 9,29-08-2016,COMPLETED,861315005550388,5,,,,1,,1,1,,1,,,1,,,,,,,,,,,,,,,6,6,8,9,8,8,8,8,8,8,8,8,8,7,8,9,7,7,8,8,8,9,5,6,5,5,4,8,9,8,8,9,7,1% to 5%,Stay the same
Day 9,28-08-2016,COMPLETED,851315006103302,7,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,5,3,8,7,9,8,9,8,0,0,0,0,0,0,0,7,9,6,8,8,8,8,7,7,5,8,7,8,8,8,8,8,7,6% to 15%,Prefer not to say
Day 9,31-08-2016,COMPLETED,561315006441394,0,,1,1,,1,1,1,1,,,,,,,1,,1,,1,,1,,,,,,11,10,0,0,99,7,10,0,5,5,99,99,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,10,99,10,10,0,2,16% to 25%,Prefer not to say
Day 9,28-08-2016,COMPLETED,741315006449225,10,,,1,,1,1,,1,,,,,,,1,,1,,,,1,,,,,,8,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,10,10,8,10,10,9,9,9,9,9,10,1% to 5%,Increase
Day 9,31-08-2016,COMPLETED,361315006458365,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,1,1,1,1,,,22,1,9,10,8,7,7,8,8,7,7,9,8,6,8,8,8,8,7,8,5,7,7,7,8,7,7,8,8,8,8,8,8,6% to 15%,Increase
Day 9,28-08-2016,COMPLETED,1001315006641270,7,,1,,,,1,1,1,1,,1,,,,1,,,,,,,,,1,1,,10,1,10,10,99,9,9,10,8,6,99,10,6,6,7,6,10,6,8,9,6,8,9,10,10,9,10,10,10,99,10,99,9,Don’t know,Increase
Day 9,28-08-2016,COMPLETED,991315006747141,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,7,8,7,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,8,99,7,6,7,7,7,7,8,8,8,8,Don’t know,Increase
Day 9,29-08-2016,COMPLETED,31315006878233,5,,1,1,,1,1,,1,,,,,,,,1,1,,,,1,,1,,,,10,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Prefer not to say,Prefer not to say
Day 9,28-08-2016,COMPLETED,381315006991302,10,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,5,4,9,9,9,9,9,9,9,9,9,99,9,99,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,1% to 5%,Stay the same
Day 9,28-08-2016,COMPLETED,111315008599246,10,1,,,,,,,1,1,,,,,1,1,,1,,1,1,1,,,,,,10,1,8,8,10,10,10,9,99,9,99,99,99,99,99,10,10,99,10,9,8,10,99,99,99,10,10,10,10,9,10,10,10,26% to 50%,Increase
Day 9,30-08-2016,COMPLETED,791315008780108,8,1,1,,,,,,,,,,,,,1,,,,1,,1,,,,,,6,5,5,8,5,8,6,6,8,8,6,9,7,9,7,9,9,9,7,9,8,8,99,99,99,9,8,7,7,7,7,7,7,26% to 50%,Stay the same
